,name,product_id,product_idx
1292,Brødr Ringstad Lunsjkaker  3.00 stk,31888,2699
1293,Tine Tine Helmelk Økologisk 1.00 l,12175,811
1294, Bjørnebær Mexico/Nederland 125.00 g,25571,1548
1295,REMA 1000 Spekeskinke Smårett  150.00 g,24233,1412
0,Santa Maria Ketjap Manis  0.13 l,14227,904
1,Gilde Storfe Indrefilet  310.00 g,25801,1571
2,Grilstad Svartpølse  100.00 g,4375,313
3," Franske Gourmetpoteter Jazzy, Frankrike 2.50 kg",9257,657
4,"Kolonihagen Frøstykker Økologisk, 6x70g 420.00 g",26223,1621
5,"Pure Food Spirebrød Skåret, Glutenfri, Fryst 500.00 g",27063,1752
6,God Bakst Kanelsnurrer 12 stk 420.00 g,25286,1519
7,Sevan Hummus Hot'n Spicy 150.00 g,27838,1895
8,Findus Kapteinens Fylte Torsk med Bacon & Kremet Saus  300.00 g,16173,970
9, Fiskekaker 50% Engerviks Vår Laveste Pris 500.00 g,33207,2963
10,Strøm-Larsen Mortadella i Skiver  150.00 g,18478,1096
11,Prima Ekte Krem 38%  250.00 g,25108,1492
12,REMA 1000 Stekemargarin  500.00 g,8764,621
13,Tine Vaniljesaus Piano  0.50 l,8146,536
14, Parmaskinke  200.00 g,9905,719
15,Prima Mørbradbiff av Storfe i Skiver  200.00 g,25941,1582
16,REMA 1000 Majones  375.00 g,15606,957
17,Tine Piano Duo Yoghurt og Nøttetoffee  119.00 g,8119,529
18,Mutti Cherrytomater  400.00 g,9863,710
19,Berthas Terteskjell  210.00 g,29626,2221
20,Mere Mat Blomkålsuppe Med Nepe & Persillerot  530.00 g,15106,925
21,Den Stolte Hane Egg Fra Frittgående Høner Str L / XL 10.00 stk,32576,2839
22,REMA 1000 Mozzarella Sticks Taste Lab 250.00 g,25127,1498
23, Gulrot i Staver Norge 180.00 g,22483,1276
24,Bjerke Spekemat Pizza og Kebabdressing Spicy 450.00 g,29151,2131
25,"Knorr Fond du Chef Kjøtt, 4x28g 112.00 g",13969,894
26,Brødverket Kornrundstykker  4.00 stk,30256,2325
27,Toro Brun Saus Glutenfri 32.00 g,6289,445
28,REMA 1000 Prima Wienerpølse 12 stk 875.00 g,24526,1433
29,Domstein Ferske Reker  500.00 g,27722,1872
30,Coroli Olivenolje  1.00 l,29756,2270
31,Sibelia Lobnobs  110.00 g,4117,294
32,Øfas Vårruller med Kylling & Grønnsaker  600.00 g,25148,1499
33,Fria Havrebrød Glutenfri 500.00 g,28053,1937
34,Toro Sandefjordsmør Original  29.00 g,10703,750
35,Tine Tinemelk med Kaffe og kakao 1.00 l,28076,1945
36,Wasa Knekkebrød Glutenfri Naturell  240.00 g,1038,154
37,"Oda Chili Con Carne Fiks ferdig, 2 Porsjoner 800.00 g",32297,2765
38,Gilde Storfe Ytrefilet  350.00 g,25766,1568
39,REMA 1000 Taco Spice Mix Mild  40.00 g,8528,584
40,Santa Maria Oyster Sauce  200.00 ml,7666,516
41,REMA 1000 Nakkefilet Tynnskåret  400.00 g,26002,1593
42, Stekemix med Aspargesbønner Gulrot & Løk Norge/ Marokko/ Spania 200.00 g,22489,1277
43,Toro Grønnsaksuppe  47.00 g,750,117
44,Gilde Okserull Skivet  100.00 g,25998,1591
45,Fiskeriet Fløtepudding 54% 420.00 g,29715,2248
46,Pers Kjøkken Pepperskinke  100.00 g,31059,2463
47,Toro Tandoori Kyllinggryte  80.00 g,10739,759
48, Syltet Rødløk  300.00 g,31837,2691
49,Barilla Pasta Spaghetti Glutenfri 400.00 g,7051,482
50,Grilstad Grilstad Lev Litt Lettere Filetbacon  110.00 g,28721,2077
51, Fiskegrateng Med Sandefjordsaus Middag for 1 person 350.00 g,28277,2003
52,Pers Kjøkken Kyllingpastrami  100.00 g,31053,2457
53, Sousvide kokte Rødbeter Frankrike 500.00 g,16227,977
54,Tine TINE Laktosefri Sjokomelk Fettfri 1.00 l,31332,2563
55, Goodly Spaghetti Glutenfri Økologisk 400.00 g,25260,1512
56,Big One Big One Cheese Pizza  530.00 g,4282,306
57,Brødr Ringstad Grove karbonader Med Løk 5.00 stk,31889,2700
58,Den Gode Baker Grove Økologiske Rundstykker Halvstekte 9.00 stk,31237,2526
59,Blue Dragon Kokosmelk Mini  165.00 ml,29314,2166
60,Pers Kjøkken Ardenneskinke  100.00 g,31058,2462
61,REMA 1000 Jalapeños Rød i Skiver Taste Lab 220.00 g,26988,1727
62,Toro Pasta Di Parma Familie  294.00 g,21232,1218
63,Wasa Knekkebrød Delikatess Sesam  285.00 g,1156,166
64,Castello Castello White med Chili  150.00 g,23254,1313
65,REMA 1000 Plantemargarin  400.00 g,8766,622
66,Latteria Sorrentinas Fersk Burrata  125.00 g,31528,2613
67,Grilstad Trønderfår  170.00 g,21922,1259
68,Tine Litago Sjokolade  1.00 l,12046,796
69,Prima Crabsticks  250.00 g,4267,303
70,REMA 1000 Provencefilet  100.00 g,17068,1026
71,"Oda Mac and cheese Med Bacon Fiks ferdig, 2 Porsjoner 800.00 g",32292,2760
72,Naturli Formbar deig vegansk  300.00 g,31476,2590
73,"Sun·Maid Rosiner Sour Watermelon 6 x 37,7g 226.20 g",29507,2191
74,Toro Pepper Sort Grovmalt 68.00 g,6073,406
75,Santa Maria Raita Spice Mix  8.00 g,23375,1331
76,REMA 1000 Korma Karrisaus  350.00 g,13783,889
77,Strøm-Larsen Lammebog Uten Ben i Terninger  600.00 g,18427,1092
78,Strøm-Larsen Bøkerøkt Kalkunskinke Skivet  150.00 g,23698,1357
79,Nordfjord Surret Skinkestek med Svor Rå 1.50 kg,3889,291
80,Fiskeriet Reker i Lake Håndpillede  200.00 g,24099,1408
81,Sætre Start Kjeks  125.00 g,13504,872
82,Toro Sort Pepper Hel Med Kvern 65.00 g,6211,431
83,Tine Norzola  150.00 g,12229,818
84,Blue Dragon Hoisin Woksaus 120.00 g,30864,2413
85,Toro Tandoori Masala  100.00 g,6145,418
86,MasalaMagic Nirus Håndlagde Hvitløksnan  260.00 g,27217,1772
87, Røde Juleepler Red Delicious Italia 4.00 stk,28065,1940
88,REMA 1000 Ananas i Biter  565.00 g,16311,981
89,"Domstein Laksefilet med skinn Oppdrett, fersk 400.00 g",24888,1468
90,French Bakery Flerkornbriks 7 stk 420.00 g,31647,2647
91,Døgnvill Døgnvill BBQ saus  100.00 g,32106,2731
92,Liv Laga Vegetarburger 2 stk 250.00 g,25274,1516
93,Sørlandskjøtt Kokt Skinke Håndlaget 200.00 g,27543,1826
94,Fjordland Oksekjøtt i Saus  580.00 g,15154,927
95,Tine Litago Sjokolade  0.50 l,222,46
96,TIND Vellagra Coppaskinke  100.00 g,13798,892
97,Prior Kyllingfilet Naturell  110.00 g,33141,2936
98,Nordfjord Ytrefilet av Svin Naturell  500.00 g,30057,2296
99,Peppes Pizza Peppes Hvit Pizzasaus  140.00 g,28733,2078
100,Tine Norvegia Smøreost Med Bacon  165.00 g,31186,2504
101,Strøm-Larsen BBQ Marinert Grillfilet Tynnskåret av Svin Ytrefilet 400.00 g,33179,2950
102,Gaea Grønne Oliven Økologisk 300.00 g,18949,1121
103,Sunsweet Svisker  400.00 g,7,1
104,Helios Tomatpuré Økologisk 200.00 g,20257,1182
105,REMA 1000 Fyldig Gouda 29%  450.00 g,28142,1966
106, Grateng med laksfilet i spinatsaus Middag for 1 person 350.00 g,28278,2004
107,Grønne Folk Fersk Grønn Pesto  130.00 g,28324,2023
108,Møllerens Byggris Boil-in-bag 300.00 g,8831,638
109, Chorizo Hel 220g  0.22 kg,24953,1479
110,Soft Flora Lett Soft Flora  370.00 g,117,22
111,Synnøve Gudbrandsdalsost  780.00 g,4816,356
112, Butcher Burger  4.00 stk,28411,2039
113,Helios Chiliflak Økologisk 23.00 g,29673,2232
114,Barilla Pasta Penne Rigate  500.00 g,1498,189
115,Toro Basilikum  23.00 g,6154,420
116,Strøm-Larsen Kjøttdeig Økologisk  400.00 g,15250,944
117,"Døgnvill Glutenfritt Hamburgerbrød Glutenfritt Hamburgerbrød, 2-pak 1.00 stk",32110,2734
118,Gilde Siliana Topping Salami 130.00 g,30073,2302
119," Rotmos, Ferdig til oppvarming Norge 500.00 g",19084,1128
120,Sevan Tahina Lys  300.00 g,29556,2200
121,Kos Kos Karamellpudding med Saus  310.00 g,25624,1554
122,Toro Kantarell & Sjampinjongsaus  23.00 g,10694,747
123,Hatting Glutenfrie Fiberrundstykker 4 stk 420.00 g,11080,776
124,Rørosmeieriet Økologisk skummet Rørosmjølk  1.00 l,28618,2056
125,Ybarra Olivenolje  1.00 l,7792,522
126,Pers Kjøkken Urtemarinert Kalkunbryst  100.00 g,30905,2423
127,Kolonihagen Blåmuggost  125.00 g,28095,1953
128,Strøm-Larsen Løkpølse Norgesmester 2020 3.00 stk,32305,2769
129,Brisk Glutenfri Kornbrød  500.00 g,21415,1222
130, Kyllingkjøttboller Halal 400.00 g,27647,1848
131,Toro Brun Saus med Løk  47.00 g,10691,746
132,"Findus Kapteinens Fylte med Ost, Brokkoli & Gulrot  250.00 g",32769,2871
133,Prima Best Pris Reker 90+ 2.00 kg,13789,891
134, Brokkolispirer Norge 50.00 g,26468,1664
135,Tine Taffelost Tomat  400.00 g,2287,232
136, Økologisk Salatmix Italia 1.00 stk,30518,2376
137,Kolonihagen Kogurt Med Mango og Pasjonsfrukt Økologisk 125.00 g,30268,2329
138, Gresskar Hokkaido Egypt 1.00 stk,23549,1340
139,Pågen Lingon Grova  500.00 g,14572,921
140,Santa Maria Tex Mex Tortilla Original 12 stk large 742.00 g,32772,2874
141,Wasa Sandwich Franske Urter  30.00 g,6958,478
142,Tine Yoghurt Nyt Lakris  127.00 g,30733,2393
143,Finsbråten Bacon & Ost-Knacker  250.00 g,22960,1293
144,Toro Betasuppe  112.00 g,762,124
145,Idun Bodsennep  490.00 g,10637,738
146,"Strøm-Larsen Hamburger med Koriander, Chili og Persille  4.00 stk",20224,1179
147,Ytterøy Kylling Kebab Grillspyd Av Kyllingfilet  6.00 stk,32838,2889
148,Hatting Steam Buns 6 stk 300.00 g,32085,2725
149,Solvinge Hel Grillet Kylling  1.20 kg,30071,2300
150,Berit Nordstrand Rapskokos Flytende 500.00 g,23665,1355
151,Gilde Hverdagslam Skav  300.00 g,28712,2072
152,Kolonihagen Yoghurt Naturell 2% Gresk inspirert 1.00 kg,31991,2715
153,Polly Polly Peanøtter Lettsaltet  300.00 g,27273,1785
154,Rørosmeieriet Syrna Blå Økologisk 1.00 l,27281,1787
155,Toro Ingefær Malt 15.00 g,6160,421
156,REMA 1000 Pizzasaus Intenso  200.00 g,25270,1514
157,Toro Hel Sort Pepper  65.00 g,6082,408
158,Fiskeriet Fiskepudding 61% 550.00 g,28284,2008
159,REMA 1000 Lasagneplater 100% Durum 500.00 g,28130,1963
160,Danone Activia Jordbær 4x125gr 500.00 g,4942,365
161,Dr. Oetker Casa di Mama Trio di Carne  405.00 g,15618,959
162,Hoff Mandelpotetstappe  500.00 g,24494,1425
163,Toro Gresk Moussaka Pulver 136.00 g,6334,452
164,Plantego Middelhavsalat Med Bønner & Oliven  300.00 g,32531,2818
165,REMA 1000 Tomatsuppe Med Makaroni 2pk 246.00 g,8532,585
166,Strøm-Larsen Rostbrattwürst Pølser 3 Stk 300.00 g,15220,936
167,Naturli Crunchy Nuggets vegansk  300.00 g,32676,2849
168,Blue Dragon Fish Sauce  150.00 ml,1570,190
169,Pers Kjøkken Røkt Kalkunbryst  100.00 g,31045,2451
170,Freia Bringebærgele  125.00 g,7177,492
171,Synnøve Synnøve Gudbrandsdalsost  480.00 g,4795,355
172,Bjerke Spekemat Helgeroasalami  140.00 g,29161,2138
173,Tine Biola Yoghurt Mild Med Fiber  500.00 g,8050,525
174,REMA 1000 Bambusskudd  227.00 g,8804,633
175,Nordfjord Ostegrill  350.00 g,24037,1392
176, Jalapeño Grønn Spania/Nederland 50.00 g,19696,1170
177,Tine Fløtemysost  Lettere 500.00 g,12244,822
178,Kolonihagen Pastasaus Tomat og basilikum økologisk 350.00 g,32080,2722
179,Freia Sitrongele  125.00 g,7171,490
180,Tine TINE Rislunsj Pasjonsfrukt  150.00 g,28354,2033
181," Paraguayo, Flat Fersken Spania 500.00 g",26277,1639
182,Nora Agurker Skivede  850.00 g,6538,466
183,Toro Tomatsuppe med Mozzarella Rett i Koppen 26.00 g,30083,2307
184,Pasta Zara Pastaskruer Fullkorn  500.00 g,31692,2669
185,Wasa Fullkorn Skorper uten sukker  300.00 g,15891,964
186,Polly Småsulten Maisnøtter  35.00 g,27274,1786
187,Stanges Gårdsprodukter Kyllingbryst Økologisk 300.00 g,23263,1315
188, Nykål Norge 800.00 g,26100,1608
189,Lille Skinkefabrikk Kalamata Oliven  130.00 g,30080,2305
190,Helios Kokosolje Smaksnøytral Økologisk 200.00 g,20410,1198
191,Synnøve Gresk Yoghurt Pekan & Honning  160.00 g,4438,320
192,REMA 1000 Gløggmix  175.00 g,14485,919
193,Kolonihagen Gouda Modnet Hel Økologisk 400.00 g,28197,1986
194,Salatmester'n  Selskapsdressing  400.00 g,24572,1444
195,Superbra Tacokrydder Økologisk 150.00 g,25566,1544
196,Fjordland Havrelunsj med Hagebær  150.00 g,21631,1240
197,Tine Yt Restitusjonsdrikk Kakao  330.00 ml,8167,540
198,Kolonihagen Kogurt Naturell Økologisk 125.00 g,30270,2331
199,Ridderheims Soltørkede Tomater Med Urtemarinade  150.00 g,31080,2474
200,Zaffiri Fusilli  500.00 g,29234,2161
201,Il Torrione Balsamico Cream  250.00 ml,604,88
202,Billys Billys pan pizza original  170.00 g,4141,296
203,REMA 1000 Taco Spice Mix  40.00 g,30089,2308
204,"Oda Tikka Masala Fiks ferdig, 2 Porsjoner 800.00 g",32293,2761
205,Toro Pizzafyll Tomat & Urter  58.00 g,10745,761
206,Berit Nordstrand Frøkrisp Økologisk 170.00 g,28047,1935
207,REMA 1000 Chili Aioli  250.00 g,28296,2014
208,Helios Solsikkekjerner Økologisk 325.00 g,20338,1191
209,Sevan Fersk Falafel Brokkoli  200.00 g,27794,1883
210,Nordfjord Pepperskinke  100.00 g,4666,342
211,Fjordland Komler / Raspeballer / Komper  600.00 g,15151,926
212,Kulinaris Kaffe Mocca Iskrem  0.50 l,19585,1153
213,Hatting Glutenfrie Havrestykker  320.00 g,28265,1999
214,Toro Pizzakrydder  25.00 g,6220,433
215, Kokosmelk  400.00 ml,29606,2216
216,Prima Agurkmiks  370.00 g,13171,851
217,"Nøtteliten Cashewnøtter Rå, Usaltet 1.00 kg",29645,2226
218,Helios Oregano Økologisk 6.00 g,29677,2234
219,"REMA 1000 Basmatiris Villris 8 x 125g, Boil-in-bag 1.00 kg",13054,848
220,Go Tan Glassnudler  100.00 g,26877,1716
221,Lille Skinkefabrikk Salami Toscana Speket  60.00 g,25637,1560
222, Klementiner i Eske Spania 5.00 kg,27047,1749
223,Stanges Gårdsprodukter Kyllingkraft  250.00 ml,18160,1072
224,Pers Kjøkken Marinert & Krydret Skinkebiff  100.00 g,31057,2461
225,Toro Kanel Malt 17.00 g,6190,425
226,Fjordland Havregrøt 1 porsjon 370.00 g,25311,1522
227,Nøtteliten Rå Pekanøtter usaltet 125.00 g,29769,2281
228,Idun Rømmedressing  470.00 ml,6562,468
229,Go Tan Go-Tan Risnudler Miehoen  250.00 g,26878,1717
230,Grandiosa Grandiosa Mandagspizza  528.00 g,30236,2316
231,Sevan Fersk Falafel  200.00 g,27832,1890
232,Dovre Ysteri Brie Pepper  150.00 g,31538,2617
233,Ola Lompa Fjellmandel Lefserull  5.00 stk,32195,2750
234,Nordfjord Bacongrill med Ost  350.00 g,24051,1395
235,Freia Jordbærgele  125.00 g,7174,491
236,Toro Bearnaisesaus  29.00 g,763,125
237,Idun Tomatketchup Økologisk  530.00 g,21220,1217
238,REMA 1000 Tortelloni Med Skinke  250.00 g,28093,1951
239,Grandiosa Grandiosa Pizzarull Ost & Skinke 155.00 g,14386,912
240,Synnøve Synnøve Gulost Bit  450.00 g,28719,2076
241,Toro Italiensk Gryte  176.00 g,744,111
242,Pågen Energibrød  700.00 g,3304,260
243, Plommer i Beger røde/ gule Italia 500.00 g,27840,1897
244," Isbergmiks Vasket, Spania / Norge 200.00 g",27701,1861
245,Superbra Pizzasaus  300.00 g,23948,1379
246,REMA 1000 Rødkål  450.00 g,8776,626
247, Physalis Kurv Colombia 100.00 g,19681,1165
248,Rørosmeieriet Økologisk Cottage Cheese  240.00 g,24243,1417
249, Brokkolini Topper Kenya/ Spania 150.00 g,22477,1274
250,Superbra Salsa Mild Tomat & Koriander Økologisk 240.00 g,25567,1545
251,Knorr Pastasaus Carbonara 27 gr  3.00 stk,18142,1070
252, Warburtons Crumpets 6 stk 275.00 g,31640,2644
253,Nordfjord Medisterfarse Snabb Frys  500.00 g,26013,1594
254,Dodoni Halloumi  225.00 g,31772,2684
255,Strøm-Larsen Hellstrøms Økologisk Svinenakke uten Ben  500.00 g,26081,1603
256,REMA 1000 Sjampinjong Hel  400.00 g,8642,602
257,Iceland Fire Oster Pizza Thin & Crispy 320.00 g,31302,2553
258,Tine Norvegia 27%  Økologisk 500.00 g,12298,832
259,REMA 1000 Nøtte- og Fruktmix  60.00 g,23222,1304
260,Toro Korianderfrø Malt  20.00 g,6142,417
261,"Norsk Sjømat Fryst Skreiloin Skinnfri & Beinfri, Villfisk 3.00 stk",33045,2928
262,Toro Kajennepepper Tørr 62.00 g,6202,428
263,REMA 1000 Grønnsaksuppe  1.00 l,29968,2288
264,Kulinaris Sorbet av Bringebær  0.50 l,19573,1152
265,Kanda Hamburgerdressing  300.00 g,31041,2449
266,REMA 1000 Ciabatta Grove  4.00 stk,10061,736
267, Chèvre  120.00 g,18598,1100
268,Leksands Knekkebrød Surdeig 200.00 g,29086,2119
269,Toro Chilikrydder  75.00 g,6244,439
270,Sørlandskjøtt Kokt Skinke 80% Kjøtt 500.00 g,27885,1913
271,Wasa Kavring  400.00 g,6973,481
272,Synnøve Gulost Skivet  150.00 g,3523,267
273,Barilla Grønnsakpasta Fusilli Røde Linser  250.00 g,28426,2040
274,Polly Småsulten Nøttemiks  60.00 g,9494,700
275,REMA 1000 Bearnaise  180.00 g,24555,1441
276,REMA 1000 Løkringer Taste Lab 300.00 g,28235,1992
277,Old El Paso Jalapenos  250.00 g,28173,1980
278,Iceland Beef Lasagne  500.00 g,31308,2555
279,"Oda Kylling Rød Curry Fiks ferdig, 2 Porsjoner 800.00 g",32294,2762
280,REMA 1000 Krydret Bønneblanding  500.00 g,22867,1289
281," Brokkolibuketter Vasket, Spania 150.00 g",27697,1858
282,Kavli Smaksrik Chili Paprika Tube 175.00 g,28315,2019
283,Prima Hamburger Rå  1.00 kg,4312,310
284,REMA 1000 Pizzasaus  500.00 g,16206,975
285,Santa Maria Teriyaki Sauce  300.00 ml,21001,1215
286,Heinz Chili sauce  340.00 g,602,87
287,REMA 1000 Svinestek av Filet  100.00 g,25545,1543
288,Semper Havreknekkebrød Glutenfri 215.00 g,7483,509
289,Peppes Pizza Peppes Pizza Farmer's Meat Skinke & Bacon  525.00 g,30277,2333
290,Blue Dragon Sushiris  500.00 g,10918,770
291,Ermes Fontana Parmaskinke i Skiver Lagret 16 Mnd 150.00 g,32391,2784
292,"Knorr Fond du Chef Kylling, 4x28g 112.00 g",25620,1553
293,Synnøve Grovkrisp med Sesamfrø  170.00 g,28069,1943
294,Domstein Smørflyndrefilet Villfisk 400.00 g,24902,1472
295,Toro Pepper Sort Malt  69.00 g,6385,461
296,Helios Rugbrød i Skiver  500.00 g,9980,730
297,Synnøve Synnøve Fløtemysost Skivet  150.00 g,28792,2088
298,Toro Kanel Hel 10.00 g,6070,405
299,REMA 1000 Tomater Skinnfrie  400.00 g,8903,643
300,Kavli Kavli Skinkeost Minitube 60.00 g,28270,2001
301,REMA 1000 Fyldig Gouda Skivet 29%  150.00 g,28258,1997
302,REMA 1000 Indisk-inspirert Wok  500.00 g,22843,1288
303,Lohmanders Kremet Bearnaisesaus  230.00 ml,28702,2068
304,REMA 1000 Hollandaise  180.00 g,24549,1439
305, Gresk Feta PDO  200.00 g,18526,1097
306,REMA 1000 Kryddermiks Kjøtt Taste Lab 30.00 g,24021,1390
307,Toro Gurkemeie  70.00 g,6175,423
308,Zaffiri Penne Rigate  500.00 g,29235,2162
309,Mutti Tomater Hele  400.00 g,9857,708
310,Toro Blomkål & Brokkolisuppe  64.00 g,10709,752
311,Nøtteliten Økologisk Jasminris  550.00 g,29753,2267
312, Fersk Tofu Norskprodusert 300.00 g,31682,2664
313,Q-meieriene Skyr Salt Karamell  160.00 g,32434,2791
314,Stabburet Hold-it Ost & Skinke Flerpakk 440.00 g,10616,737
315," Ratatouilleblanding Ferdigkuttet, Spania/ Nederland 250.00 g",27696,1857
316,Seltin Seltin Original 550.00 g,561,77
317,Engerviks Hjertefiskekaker 50%  700.00 g,32521,2817
318,Tine Styrk Fettfri Melk  1.00 l,8140,534
319,Toro Nellik Malt  10.00 g,6250,441
320," Liten Kålrot Vår Laveste Pris, Norge 500.00 g",32349,2772
321,Leksands Knekkebrød Havre 200.00 g,29087,2120
322,Maille Honey Dijon Sennep  230.00 g,25536,1542
323,Patak's Sweet Mango Chutney  210.00 g,27202,1770
324,Chatham Village Krutonger Caesar  142.00 g,24843,1460
325,Iceland Dobbel Pepperoni Pizza Thin & Crispy 334.00 g,31307,2554
326,Zaffiri Spaghetti  500.00 g,29233,2160
327,Sætre Sætres Beste Surdeigskjeks  100.00 g,31176,2501
328,Salatmester'n  Pizzadressing  380.00 g,16041,967
329,Salatmester'n  Hamburgerdressing  400.00 g,24571,1443
330,Buer Annas Mandelpotetlefser 4 stk 340.00 g,16618,1005
331, Fiskepudding Snabb Vår Laveste Pris 400.00 g,33200,2956
332,REMA 1000 Fruktcocktail  820.00 g,8666,606
333,Toro Peppersaus  30.00 g,732,104
334, Rips Nederland 125.00 g,23253,1312
335,Nora Nora Sviskekompott  455.00 g,6550,467
336,Jozo Kvernsalt  0.50 kg,17425,1041
337,Maggi Klar fiskebuljong Terninger 5.00 l,837,133
338,Dr. Oetker Ristorante Pepperoni Salame  320.00 g,23871,1361
339, Kjøttdeig Av Kylling Vår Laveste Pris 700.00 g,32117,2737
340,Fjordland Fransk Kyllinggryte  430.00 g,28692,2067
341,REMA 1000 Sprøstekt Løk Glutenfri 100.00 g,8716,614
342,"REMA 1000 Frøloff, Lettstekt  670.00 g",13750,885
343,Strøm-Larsen Okse Bibringe  600.00 g,18436,1094
344,REMA 1000 Couscous  500.00 g,27006,1732
345,Toro Spaghettisaus Original  52.50 g,14407,917
346,Strøm-Larsen Vossakorv  400.00 g,16825,1012
347, Tunfisk i Olivenolje Easy Open 3.00 stk,31680,2662
348,Iceland Ost og Skinke Pizza Thin & Crispy 342.00 g,31639,2643
349,REMA 1000 Nudler Ferske  300.00 g,26291,1644
350,Nordfjord Kryddersalami  150.00 g,4732,347
351,Superbra Risotto  Med Asparges 250.00 g,2158,212
352,Plantego Meksikansk Linse & bønnesalat  300.00 g,32533,2820
353,Tine Litago Jordbær  0.50 l,8098,527
354,"Nøtteliten Økologiske Cashewnøtter Rå, Usaltet 130.00 g",29747,2263
355,Engerviks Fiskekaker Laktosefri 70%  400.00 g,33206,2962
356,S&W Bønner Chili  439.00 g,9848,705
357,Kikkoman Kikkoman Soyasaus  1.00 l,12964,845
358,Olivero Flytende med Smør & Olivenolje  520.00 ml,25001,1487
359,Domstein Torskefilet Lettsaltet Med Skinn Villfisk 200.00 g,27141,1754
360, Halloumi Classic fra Alambra 250.00 g,14212,901
361,"Domstein Laksefilet med Skinn Oppdrett, Fersk 200.00 g",24887,1467
362,Kulinaris Lakris-Iskrem  0.50 l,21703,1247
363,Barilla Pasta Tagliatelle Glutenfri  300.00 g,27962,1922
364,Helios Tacokrydder Økologisk 70.00 g,29671,2231
365, Tunfisk i Solsikkeolje Easy Open 3.00 stk,31681,2663
366,Castello Kremostring Pepper  125.00 g,31118,2491
367,Rørosmeieriet Økologisk Røros Yoghurt Med Jordbær & Rabarbra 470.00 g,30501,2367
368,Taga Fuet Spekepølse  175.00 g,23230,1307
369,Toro Ris Snarkokt  400.00 g,25227,1508
370,Dr. Oetker Tradizionale Diavola  345.00 g,21364,1221
371,Tibi Vannkefir Vannkefir Sitron og Ingefær  330.00 ml,31065,2467
372,Toro Timian Hel  6.00 g,6379,459
373,Engerviks Bestemors Fiskekaker 50%  400.00 g,33205,2961
374,Toro Tomatsuppe Glutenfri  73.00 g,2044,203
375,Knorr Dressingmix Gresk  30.00 g,7621,514
376,Dr. Oetker Ristorante Mozzarella Glutenfri 370.00 g,25218,1505
377,Toro Lofoten fiskesuppe  70.00 g,754,119
378,Old El Paso Tortilla Chips Paprika  185.00 g,28175,1982
379,Åkeberg & Skoglunn Kylling Wiener 8 Stk 500.00 g,27644,1845
380,Toro Glutenfri Lasagne Familiepakning 325.00 g,14359,910
381,Big One Big One Meat Lover Pizza  555.00 g,13231,856
382,REMA 1000 Red Curry Woksaus  180.00 g,24544,1438
383,REMA 1000 Middagsris Ståpose  2.00 kg,16398,991
384,Sevan Hummus Rødbet  150.00 g,27834,1892
385,Helios Timian Økologisk 10.00 g,29576,2203
386,Helios Speltknekkebrød Frø 200.00 g,29668,2228
387," Fersk Salvie i Pose, Etiopia 20.00 g",17761,1059
388,Philadelphia Philadelphia Gressløk  200.00 g,30748,2396
389,Kulinaris Sjokolade-Iskrem  0.50 l,19567,1150
390," Gule Beter Ferske, Holland 500.00 g",23277,1319
391,East Coast Rå Scampi Uten Skall Str 21/25 750.00 g,29730,2250
392,Martin Pouret Hvitvinseddik  250.00 ml,24806,1455
393,Salma Salma Burger Pepper&Lime  2.00 stk,32334,2770
394,"Nøtteliten Pistasjkjerner Rå, Usaltet 85.00 g",29751,2266
395,Dr. Oetker Rustica Pizza Ham & Cheese 545.00 g,28892,2099
396,Finsbråten Ost-Knacker  250.00 g,17902,1065
397,REMA 1000 Grønn Oliven Med Paprika  340.00 g,8750,619
398, Kantareller Sverige/Estland 200.00 g,23215,1301
399,Kolonihagen Meierismør Økologisk 200.00 g,28195,1985
400,Sætre Sætres Beste 5 Beste til Ost 170.00 g,51,2
401,Sætre Kornmo 7 Frokostkjeks 240.00 g,26668,1688
402,Iceland Vegetable Lasagne  500.00 g,31313,2557
403,Kanda Original Wienertoast  2.00 stk,30448,2351
404," Blomkålbuketter Vasket, Norge 150.00 g",27698,1859
405,Sweet Baby Ray's Hickory Barbecue Sauce  510.00 g,31839,2693
406,Santa Maria Sweet Chili Sauce Ginger  200.00 ml,29629,2223
407,Toro Viltsaus  43.00 g,707,98
408,Heinz Tomatketchup Økologisk 580.00 g,559,76
409, Reddikspirer Norge 50.00 g,26467,1663
410, Jordskokk Tyrkia 500.00 g,26737,1698
411,Toro Kyllingsuppe Kremet Rett i Koppen 22.00 g,6325,450
412,Toro Havsalt Med Kvern 150.00 g,6088,409
413,REMA 1000 Erter & Gulrøtter  250.00 g,16302,979
414, Papaya Spisemoden Brasil 1.00 stk,19687,1167
415,Stabburet Grandiosa 4 x Ost  505.00 g,14371,911
416,Tine Setersmør   250.00 g,12295,831
417,Gilde Ostesteaklet Med Røkt Skinke  300.00 g,27916,1914
418,Sørlandskjøtt Smårettskinke  500.00 g,29480,2186
419,REMA 1000 Salsa Clasica  180.00 g,26987,1726
420,Ming Grøtris Familiepakning 800.00 g,14356,909
421,Petti Pizza Sauce  400.00 g,28920,2102
422,Nordfjord Karbonader  1.00 kg,18250,1080
423,Gaea Grønne Snackoliven  65.00 g,26559,1681
424, Tortilla av Mais 10 Cm 20.00 stk,28157,1973
425,Seltin Seltin Original  250.00 g,7729,517
426,REMA 1000 Blåbærsyltetøy  1.00 kg,8346,563
